risk_factor,country,year,value,confidence_intervals,sample_size,source
Malnutrition (wght-for-age z<-2),KIR,2006,25.2,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2018,11.8,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2004,44.6,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2003,32.0,,,WHO
Malnutrition (wght-for-age z<-2),TON,2018,34.0,,,WHO
Malnutrition (wght-for-age z<-2),RWA,2007,45.4,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2003,17.6,,,WHO
Malnutrition (wght-for-age z<-2),PLW,2012,12.8,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2011,23.5,,,WHO
Malnutrition (wght-for-age z<-2),KIR,2016,50.9,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2005,18.7,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2009,18.3,,,WHO
Malnutrition (wght-for-age z<-2),COL,2009,26.9,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2014,32.1,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2014,36.6,,,WHO
Malnutrition (wght-for-age z<-2),COK,2010,8.4,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2003,19.1,,,WHO
Malnutrition (wght-for-age z<-2),ESP,2013,0.0,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2008,22.8,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2016,8.0,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2012,4.3,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2016,51.6,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2001,2.5,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2019,0.1,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2003,43.0,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2004,13.0,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2015,18.3,,,WHO
Malnutrition (wght-for-age z<-2),TUN,2015,29.3,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2000,11.3,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2006,31.5,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2005,11.0,,,WHO
Malnutrition (wght-for-age z<-2),MDV,2008,22.4,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2008,11.6,,,WHO
Malnutrition (wght-for-age z<-2),TON,2001,20.0,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2013,25.1,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2001,0.3,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2001,18.0,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2011,22.1,,,WHO
Malnutrition (wght-for-age z<-2),KIR,2013,52.3,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2003,0.4,,,WHO
Malnutrition (wght-for-age z<-2),DMA,2002,26.4,,,WHO
Malnutrition (wght-for-age z<-2),ISL,2015,8.4,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2005,4.1,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2018,5.7,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2016,36.5,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2016,12.4,,,WHO
Malnutrition (wght-for-age z<-2),PER,2000,19.5,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2006,44.8,,,WHO
Malnutrition (wght-for-age z<-2),URY,2006,24.9,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2001,17.7,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2001,22.0,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2008,11.5,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2007,1.2,,,WHO
Malnutrition (wght-for-age z<-2),MLT,2014,12.1,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2004,50.7,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2010,13.8,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2000,68.3,,,WHO
Malnutrition (wght-for-age z<-2),ISL,2015,10.0,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2012,69.0,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2001,0.3,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2016,28.3,,,WHO
Malnutrition (wght-for-age z<-2),TUR,2018,17.9,,,WHO
Malnutrition (wght-for-age z<-2),543,2011,47.2,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2001,48.7,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2007,75.2,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2003,23.8,,,WHO
Malnutrition (wght-for-age z<-2),COD,2010,24.6,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2009,24.4,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2014,48.1,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2009,0.1,,,WHO
Malnutrition (wght-for-age z<-2),AND,2007,12.5,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2014,21.7,,,WHO
Malnutrition (wght-for-age z<-2),PAK,2006,59.7,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2007,6.4,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2013,62.4,,,WHO
Malnutrition (wght-for-age z<-2),AND,2015,12.9,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2010,9.5,,,WHO
Malnutrition (wght-for-age z<-2),GEO,2016,23.7,,,WHO
Malnutrition (wght-for-age z<-2),CHN,2007,13.8,,,WHO
Malnutrition (wght-for-age z<-2),STP,2008,62.6,,,WHO
Malnutrition (wght-for-age z<-2),THA,2019,18.9,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2008,17.0,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2009,0.4,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2007,27.2,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2000,41.3,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2001,0.5,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2013,60.0,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2002,2.3,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2007,56.4,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2015,25.7,,,WHO
Malnutrition (wght-for-age z<-2),CYP,2016,13.7,,,WHO
Malnutrition (wght-for-age z<-2),CZE,2019,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SUR,2015,26.7,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2011,72.6,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2018,4.8,,,WHO
Malnutrition (wght-for-age z<-2),COD,2007,71.3,,,WHO
Malnutrition (wght-for-age z<-2),AGO,2018,28.5,,,WHO
Malnutrition (wght-for-age z<-2),MLT,2019,13.3,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2000,8.6,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2009,27.2,,,WHO
Malnutrition (wght-for-age z<-2),KEN,2011,39.4,,,WHO
Malnutrition (wght-for-age z<-2),COD,2005,72.8,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2008,11.7,,,WHO
Malnutrition (wght-for-age z<-2),DMA,2009,0.4,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2018,26.3,,,WHO
Malnutrition (wght-for-age z<-2),ERI,2003,55.7,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2019,5.7,,,WHO
Malnutrition (wght-for-age z<-2),SLV,2011,18.3,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2014,0.0,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2019,0.0,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2014,31.1,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2000,82.0,,,WHO
Malnutrition (wght-for-age z<-2),PER,2015,33.6,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2008,0.2,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2006,75.0,,,WHO
Malnutrition (wght-for-age z<-2),CHN,2013,0.2,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2002,20.0,,,WHO
Malnutrition (wght-for-age z<-2),HND,2004,35.9,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2010,15.3,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2015,18.3,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2000,43.9,,,WHO
Malnutrition (wght-for-age z<-2),AND,2008,12.4,,,WHO
Malnutrition (wght-for-age z<-2),KHM,2008,28.2,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2007,9.7,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2016,40.5,,,WHO
Malnutrition (wght-for-age z<-2),VCT,2009,0.4,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2011,74.4,,,WHO
Malnutrition (wght-for-age z<-2),EST,2019,18.0,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2005,24.3,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2001,13.5,,,WHO
Malnutrition (wght-for-age z<-2),61,2012,36.0,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2016,20.0,,,WHO
Malnutrition (wght-for-age z<-2),SEN,2011,5.8,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2018,50.7,,,WHO
Malnutrition (wght-for-age z<-2),ZWE,2007,51.0,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2001,75.2,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2012,24.8,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2014,18.6,,,WHO
Malnutrition (wght-for-age z<-2),150,2001,18.5,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2003,12.3,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2011,12.5,,,WHO
Malnutrition (wght-for-age z<-2),FRA,2011,0.1,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2013,21.0,,,WHO
Malnutrition (wght-for-age z<-2),PER,2006,0.8,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2001,15.3,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2000,51.3,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2016,0.6,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2015,2.1,,,WHO
Malnutrition (wght-for-age z<-2),GHA,2008,43.2,,,WHO
Malnutrition (wght-for-age z<-2),BEN,2008,5.3,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2010,7.4,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2014,24.6,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2012,63.3,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2004,19.4,,,WHO
Malnutrition (wght-for-age z<-2),CHN,2012,18.3,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2010,73.3,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2001,27.4,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2009,2.8,,,WHO
Malnutrition (wght-for-age z<-2),KIR,2011,25.7,,,WHO
Malnutrition (wght-for-age z<-2),PAN,2012,0.2,,,WHO
Malnutrition (wght-for-age z<-2),PER,2016,0.3,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2008,21.2,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2009,23.9,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2006,9.2,,,WHO
Malnutrition (wght-for-age z<-2),HND,2008,0.4,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2019,0.1,,,WHO
Malnutrition (wght-for-age z<-2),34,2000,65.5,,,WHO
Malnutrition (wght-for-age z<-2),RWA,2004,25.4,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2007,11.2,,,WHO
Malnutrition (wght-for-age z<-2),CZE,2013,16.6,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2001,9.4,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2011,12.5,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2005,53.1,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2010,26.0,,,WHO
Malnutrition (wght-for-age z<-2),PSE,2017,31.9,,,WHO
Malnutrition (wght-for-age z<-2),NER,2019,41.5,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2001,0.4,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2008,14.0,,,WHO
Malnutrition (wght-for-age z<-2),KGZ,2005,16.4,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2004,24.0,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2010,13.6,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2012,9.3,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2003,0.5,,,WHO
Malnutrition (wght-for-age z<-2),ECU,2015,24.0,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2007,47.2,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2006,25.0,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2018,42.8,,,WHO
Malnutrition (wght-for-age z<-2),HND,2016,28.4,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2009,23.7,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2004,12.6,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2008,27.3,,,WHO
Malnutrition (wght-for-age z<-2),SOM,2000,37.2,,,WHO
Malnutrition (wght-for-age z<-2),AND,2005,0.1,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2003,11.6,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2005,26.9,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2005,25.6,,,WHO
Malnutrition (wght-for-age z<-2),GRC,2016,15.8,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2013,22.7,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2018,11.4,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2001,20.3,,,WHO
Malnutrition (wght-for-age z<-2),COM,2001,3.9,,,WHO
Malnutrition (wght-for-age z<-2),NLD,2015,2.5,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2004,4.1,,,WHO
Malnutrition (wght-for-age z<-2),KGZ,2010,34.7,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2012,26.7,,,WHO
Malnutrition (wght-for-age z<-2),BRB,2014,6.0,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2005,21.9,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2012,4.6,,,WHO
Malnutrition (wght-for-age z<-2),VCT,2007,25.2,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2013,17.1,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2018,60.7,,,WHO
Malnutrition (wght-for-age z<-2),RUS,2006,25.7,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2000,20.5,,,WHO
Malnutrition (wght-for-age z<-2),BHS,2019,17.9,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2009,12.4,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2009,6.5,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2004,22.5,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2007,0.2,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2003,22.8,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2007,0.7,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2014,4.1,,,WHO
Malnutrition (wght-for-age z<-2),CHN,2018,13.9,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2019,3.2,,,WHO
Malnutrition (wght-for-age z<-2),FRA,2011,2.1,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2002,26.4,,,WHO
Malnutrition (wght-for-age z<-2),CYP,2017,13.9,,,WHO
Malnutrition (wght-for-age z<-2),CHL,2002,0.3,,,WHO
Malnutrition (wght-for-age z<-2),150,2017,17.6,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2010,12.4,,,WHO
Malnutrition (wght-for-age z<-2),COG,2013,64.2,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2010,0.0,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2018,14.2,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2004,78.3,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2007,33.3,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2017,16.9,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2001,7.3,,,WHO
Malnutrition (wght-for-age z<-2),KGZ,2018,0.6,,,WHO
Malnutrition (wght-for-age z<-2),ISL,2018,1.7,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2019,57.9,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2008,7.8,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2019,27.8,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2019,20.2,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2010,16.9,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2005,6.8,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2010,76.2,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2002,13.2,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2007,5.4,,,WHO
Malnutrition (wght-for-age z<-2),PRK,2006,33.5,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2005,46.2,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2012,22.0,,,WHO
Malnutrition (wght-for-age z<-2),BLZ,2019,5.0,,,WHO
Malnutrition (wght-for-age z<-2),BOL,2002,30.3,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2015,12.4,,,WHO
Malnutrition (wght-for-age z<-2),YEM,2011,51.7,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2013,61.9,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2014,26.4,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2001,27.5,,,WHO
Malnutrition (wght-for-age z<-2),ITA,2008,0.1,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2005,30.5,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2007,2.8,,,WHO
Malnutrition (wght-for-age z<-2),COG,2009,65.3,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2002,9.4,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2001,10.5,,,WHO
Malnutrition (wght-for-age z<-2),DMA,2018,29.5,,,WHO
Malnutrition (wght-for-age z<-2),COM,2012,27.2,,,WHO
Malnutrition (wght-for-age z<-2),SUR,2019,17.5,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2013,25.8,,,WHO
Malnutrition (wght-for-age z<-2),GTM,2002,32.9,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2007,54.7,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2008,56.6,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2018,44.9,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2011,18.6,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2010,26.8,,,WHO
Malnutrition (wght-for-age z<-2),ERI,2001,58.1,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2009,18.7,,,WHO
Malnutrition (wght-for-age z<-2),GRC,2011,13.8,,,WHO
Malnutrition (wght-for-age z<-2),POL,2002,19.6,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2003,19.7,,,WHO
Malnutrition (wght-for-age z<-2),URY,2005,17.2,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2014,10.7,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2004,0.6,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2013,51.7,,,WHO
Malnutrition (wght-for-age z<-2),IND,2008,61.5,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2005,0.9,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2011,62.1,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2014,10.6,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2012,0.0,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2000,0.1,,,WHO
Malnutrition (wght-for-age z<-2),ROU,2008,20.3,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2009,44.9,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2009,23.3,,,WHO
Malnutrition (wght-for-age z<-2),5,2008,25.1,,,WHO
Malnutrition (wght-for-age z<-2),GEO,2006,0.5,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2000,77.7,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2011,7.7,,,WHO
Malnutrition (wght-for-age z<-2),GRC,2018,16.5,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2006,12.1,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2011,19.3,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2015,18.6,,,WHO
Malnutrition (wght-for-age z<-2),ROU,2006,0.6,,,WHO
Malnutrition (wght-for-age z<-2),BGR,2019,24.1,,,WHO
Malnutrition (wght-for-age z<-2),SEAR,2018,49.3,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2000,9.0,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2000,64.4,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2002,38.2,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2012,52.0,,,WHO
Malnutrition (wght-for-age z<-2),SEN,2016,27.2,,,WHO
Malnutrition (wght-for-age z<-2),CIV,2016,74.0,,,WHO
Malnutrition (wght-for-age z<-2),PER,2012,13.2,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2007,37.8,,,WHO
Malnutrition (wght-for-age z<-2),SVK,2017,6.0,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2003,20.3,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2011,11.6,,,WHO
Malnutrition (wght-for-age z<-2),LBN,2004,23.6,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2007,0.2,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2006,23.9,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2002,11.9,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2013,4.7,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2007,12.4,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2009,6.9,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2013,15.9,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2005,15.0,,,WHO
Malnutrition (wght-for-age z<-2),WB_HI,2014,12.5,,,WHO
Malnutrition (wght-for-age z<-2),BGR,2006,0.3,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2014,2.1,,,WHO
Malnutrition (wght-for-age z<-2),199,2008,61.0,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2013,22.9,,,WHO
Malnutrition (wght-for-age z<-2),NIC,2017,0.2,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2014,0.2,,,WHO
Malnutrition (wght-for-age z<-2),2,2002,66.1,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2013,2.1,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2014,5.2,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2008,26.3,,,WHO
Malnutrition (wght-for-age z<-2),AUS,2000,11.8,,,WHO
Malnutrition (wght-for-age z<-2),GRC,2000,14.0,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2015,20.9,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2005,24.9,,,WHO
Malnutrition (wght-for-age z<-2),PRT,2008,12.4,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2004,45.4,,,WHO
Malnutrition (wght-for-age z<-2),KNA,2010,15.7,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2004,7.8,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2015,0.2,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2005,13.5,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2007,14.1,,,WHO
Malnutrition (wght-for-age z<-2),FIN,2017,11.1,,,WHO
Malnutrition (wght-for-age z<-2),KNA,2009,23.7,,,WHO
Malnutrition (wght-for-age z<-2),PER,2004,18.9,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2014,9.4,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2013,19.8,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2008,27.9,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2011,23.9,,,WHO
Malnutrition (wght-for-age z<-2),BEN,2017,26.6,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2007,68.0,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2015,31.7,,,WHO
Malnutrition (wght-for-age z<-2),NIC,2015,13.7,,,WHO
Malnutrition (wght-for-age z<-2),MLT,2006,14.6,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2001,21.2,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2014,19.9,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2017,51.2,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2006,23.7,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2011,29.8,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2009,15.3,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2013,0.9,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2006,0.4,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2001,25.5,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2004,37.9,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2013,14.3,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2002,61.0,,,WHO
Malnutrition (wght-for-age z<-2),BHS,2004,19.8,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2005,14.5,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2004,12.0,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2016,21.8,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2015,5.6,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2005,27.4,,,WHO
Malnutrition (wght-for-age z<-2),BEN,2009,5.0,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2000,20.5,,,WHO
Malnutrition (wght-for-age z<-2),BIH,2019,24.3,,,WHO
Malnutrition (wght-for-age z<-2),ECU,2013,24.5,,,WHO
Malnutrition (wght-for-age z<-2),142,2009,41.8,,,WHO
Malnutrition (wght-for-age z<-2),39,2010,13.7,,,WHO
Malnutrition (wght-for-age z<-2),THA,2016,0.1,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2013,12.4,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2000,0.2,,,WHO
Malnutrition (wght-for-age z<-2),PRY,2008,0.5,,,WHO
Malnutrition (wght-for-age z<-2),21,2007,6.2,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2012,14.1,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2016,2.9,,,WHO
Malnutrition (wght-for-age z<-2),BLR,2010,17.5,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2005,27.1,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2003,23.4,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2009,23.8,,,WHO
Malnutrition (wght-for-age z<-2),HND,2007,35.3,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2006,22.5,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2004,60.4,,,WHO
Malnutrition (wght-for-age z<-2),PAN,2008,0.3,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2019,5.3,,,WHO
Malnutrition (wght-for-age z<-2),SLB,2002,26.4,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2010,31.8,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2009,52.6,,,WHO
